loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,repaid,total_return,loan_term_year,annual_return
18000,18000,36 months,13.92,614.47,C,C4,OWN,100000.0,Not Verified,Fully Paid,debt_consolidation,IL,17.52,0.0,Apr-1996,0.0,9.0,0.0,9360,1,0.19965372856326646,3,0.06255634593017478
5000,5000,36 months,15.31,174.08,D,D3,RENT,126000.0,Not Verified,Charged Off,small_business,CA,12.13,0.0,Aug-1997,2.0,7.0,0.0,30995,0,-0.895504,3,-0.5289866439658111
1200,1200,36 months,8.59,37.94,A,A4,RENT,100000.0,Not Verified,Fully Paid,other,NY,0.53,0.0,Feb-1999,1.0,5.0,0.0,0,1,0.012641666666666662,3,0.004196255697004769
15000,15000,36 months,13.57,509.53,C,C3,RENT,67000.0,Not Verified,Fully Paid,other,NY,17.89,0.0,Aug-1986,0.0,11.0,0.0,13966,1,0.22291339487632666,3,0.06937961383921376
15000,15000,36 months,11.14,492.06,B,B1,MORTGAGE,89000.0,Not Verified,Charged Off,home_improvement,FL,3.76,0.0,Nov-1973,0.0,7.0,0.0,16001,0,-0.5406880000000001,3,-0.22844078246401633
20000,20000,36 months,11.83,662.68,B,B3,OWN,120000.0,Not Verified,Fully Paid,other,CA,14.28,0.0,Dec-1996,1.0,7.0,0.0,14191,1,0.18143614659174534,3,0.05715033411610393
16800,16800,36 months,15.65,587.77,D,D4,RENT,80000.0,Not Verified,Fully Paid,debt_consolidation,IL,23.65,0.0,Nov-2004,2.0,9.0,0.0,19333,1,0.21123321439765474,3,0.06596412928190554
5000,5000,36 months,13.57,169.85,C,C3,RENT,22800.0,Not Verified,Fully Paid,debt_consolidation,CA,10.95,1.0,Jul-2003,1.0,6.0,0.0,1559,1,0.10979587911484012,3,0.03533533413398837
7200,7200,36 months,13.57,244.58,C,C3,MORTGAGE,85000.0,Not Verified,Fully Paid,debt_consolidation,CA,6.45,0.0,Jan-1977,0.0,4.0,0.0,7983,1,0.05120895506370826,3,0.016786295298901077
9250,9250,36 months,14.96,320.47,D,D2,OWN,14400.0,Not Verified,Fully Paid,debt_consolidation,CA,0.08,0.0,Jun-2006,6.0,3.0,0.0,5,1,0.10194873112507019,3,0.03288934261934329
11000,11000,36 months,16.35,388.63,E,E1,RENT,82500.0,Not Verified,Fully Paid,other,IL,12.93,0.0,Dec-2002,1.0,9.0,0.0,5814,1,0.013753636363636357,3,0.004563686536749323
3000,3000,36 months,12.18,99.9,B,B4,RENT,73000.0,Not Verified,Fully Paid,other,TX,21.11,0.0,Jun-1995,0.0,8.0,0.0,15421,1,0.19884252582719975,3,0.06231679264631018
5000,5000,36 months,11.48,164.85,B,B2,RENT,48000.0,Not Verified,Fully Paid,debt_consolidation,CA,14.57,0.0,Mar-2003,0.0,16.0,0.0,7479,1,0.18691109743866008,3,0.05878081537421598
6500,6500,36 months,13.57,220.8,C,C3,RENT,75000.0,Not Verified,Fully Paid,debt_consolidation,NY,3.52,0.0,Mar-2005,0.0,7.0,0.0,6228,1,0.22298670166570744,3,0.06940098117945159
24250,24250,36 months,12.87,815.61,C,C1,RENT,135000.0,Not Verified,Fully Paid,debt_consolidation,CA,15.84,0.0,Aug-1993,0.0,7.0,0.0,26215,1,0.2111919262243216,3,0.06595201705025344
8000,8000,36 months,12.53,267.74,B,B5,MORTGAGE,52000.0,Verified,Charged Off,credit_card,FL,7.04,0.0,Oct-1972,3.0,6.0,0.0,7910,0,-0.4271699999999997,3,-0.16949563726660855
18000,18000,36 months,14.96,623.61,D,D2,MORTGAGE,325000.0,Not Verified,Fully Paid,debt_consolidation,TX,11.1,0.0,Jun-1991,1.0,12.0,0.0,105104,1,0.24725791956740006,3,0.07642908391364722
12000,12000,36 months,14.96,415.74,D,D2,RENT,84000.0,Not Verified,Charged Off,other,NJ,15.06,0.0,Nov-1990,0.0,14.0,0.0,28577,0,-0.7792716666666666,3,-0.39565347672096474
8000,8000,36 months,11.14,262.43,B,B1,MORTGAGE,56000.0,Not Verified,Fully Paid,credit_card,IL,20.57,0.0,Sep-1996,1.0,7.0,0.0,8654,1,0.17659228336073762,3,0.0557035904292178
10000,10000,36 months,11.14,328.04,B,B1,RENT,80000.0,Not Verified,Fully Paid,debt_consolidation,NY,4.68,0.0,Dec-1999,0.0,11.0,0.0,10422,1,0.17272127833308004,3,0.05454455857428675
25000,25000,36 months,18.09,904.88,F,F1,MORTGAGE,106000.0,Not Verified,Fully Paid,debt_consolidation,FL,16.37,0.0,Jan-1996,2.0,10.0,0.0,22792,1,0.28841654409557593,3,0.08814164284622761
10000,10000,36 months,8.94,317.72,A,A5,RENT,160000.0,Verified,Fully Paid,other,NY,4.04,0.0,Apr-1999,2.0,12.0,0.0,1621,1,0.08730300900351984,3,0.028292961882132595
15000,15000,36 months,11.83,497.01,B,B3,MORTGAGE,73000.0,Verified,Fully Paid,debt_consolidation,FL,19.25,0.0,Aug-1989,0.0,10.0,0.0,48262,1,0.19287325986484039,3,0.06055069873682695
12800,12800,36 months,14.96,443.46,D,D2,RENT,71232.0,Not Verified,Fully Paid,debt_consolidation,CA,9.37,0.0,Dec-2001,0.0,9.0,0.0,1142,1,0.024120358801414055,3,0.007976328625945328
2850,2850,36 months,11.83,94.44,B,B3,OWN,24000.0,Not Verified,Charged Off,debt_consolidation,FL,24.7,0.0,Aug-2000,2.0,5.0,0.0,4184,0,0.1374982456140348,3,0.04387920266684375
9000,9000,36 months,12.87,302.7,C,C1,RENT,70000.0,Not Verified,Fully Paid,debt_consolidation,NY,17.5,0.0,Sep-2000,1.0,10.0,0.0,2592,1,0.198301915851389,3,0.062157087099705244
5000,5000,36 months,15.31,174.08,D,D3,RENT,60000.0,Not Verified,Fully Paid,credit_card,NJ,22.57,0.0,Nov-2003,1.0,5.0,0.0,4533,1,0.15908777213360015,3,0.05044207299994374
25000,25000,36 months,13.22,845.02,C,C2,RENT,55164.0,Not Verified,Fully Paid,house,NY,0.0,0.0,Apr-1999,1.0,2.0,0.0,0,1,0.21687870463783998,3,0.06761769593035782
9000,9000,36 months,12.87,302.7,C,C1,RENT,98000.0,Not Verified,Charged Off,debt_consolidation,CA,8.49,0.0,Sep-1998,0.0,5.0,0.0,8644,0,-0.29367555555555447,3,-0.10942996394963433
5000,5000,36 months,15.31,174.08,D,D3,RENT,85000.0,Not Verified,Fully Paid,debt_consolidation,CA,9.06,0.0,Aug-1995,0.0,5.0,0.0,9523,1,0.17601039854120004,3,0.05552952866431604
3000,3000,36 months,8.59,94.84,A,A4,MORTGAGE,114440.0,Not Verified,Fully Paid,other,NY,0.16,0.0,Sep-2004,0.0,4.0,0.0,531,1,0.13801562993903316,3,0.04403744609691396
24250,24250,36 months,11.48,799.49,B,B2,RENT,125000.0,Verified,Fully Paid,debt_consolidation,FL,10.41,0.0,Jan-1998,1.0,8.0,0.0,9474,1,0.1789789430724371,3,0.05641692263664022
23000,23000,36 months,14.96,796.84,D,D2,MORTGAGE,106050.0,Verified,Fully Paid,debt_consolidation,IL,8.37,1.0,Jun-1994,3.0,14.0,0.0,13843,1,0.24725459367390878,3,0.07642812712365998
12000,12000,36 months,13.92,409.65,C,C4,OWN,157000.0,Not Verified,Fully Paid,debt_consolidation,CA,18.75,0.0,Jul-1990,0.0,7.0,0.0,139636,1,0.1374301143219585,3,0.043858360947126585
6000,6000,36 months,11.83,198.81,B,B3,RENT,37000.0,Not Verified,Fully Paid,credit_card,CA,20.63,0.0,Sep-1997,0.0,15.0,0.0,5931,1,0.19295984903971664,3,0.060576359464612706
13000,13000,36 months,8.94,413.03,A,A5,RENT,45000.0,Not Verified,Fully Paid,debt_consolidation,FL,13.17,0.0,Oct-2000,0.0,8.0,0.0,5623,1,0.1438583320443232,3,0.045821132815453414
24250,24250,36 months,15.31,844.28,D,D3,MORTGAGE,60000.0,Not Verified,Fully Paid,debt_consolidation,CA,19.88,0.0,Oct-1996,2.0,12.0,0.0,31756,1,0.2529128255809443,3,0.07805342825162565
12000,12000,36 months,16.0,421.89,D,D5,OWN,28000.0,Not Verified,Charged Off,debt_consolidation,TX,12.13,0.0,Nov-2004,1.0,26.0,0.0,12593,0,-0.09961583333333346,3,-0.03437326129188045
2000,2000,36 months,16.7,71.01,E,E2,RENT,384000.0,Not Verified,Charged Off,other,FL,1.77,0.0,Nov-2005,0.0,3.0,0.0,13757,0,-0.31267500000000115,3,-0.11748780870017206
2800,2800,36 months,7.4,86.97,A,A2,RENT,15600.0,Not Verified,Fully Paid,other,TX,15.46,0.0,Jun-1981,0.0,6.0,0.0,641,1,0.09601811414157169,3,0.031033027165847882
9975,9975,36 months,11.48,328.87,B,B2,RENT,60000.0,Not Verified,Charged Off,medical,CA,18.98,0.0,Nov-1998,1.0,14.0,0.0,26537,0,-0.14042305764411023,3,-0.04918742012775046
1500,1500,36 months,14.61,51.72,D,D1,RENT,40000.0,Not Verified,Fully Paid,other,CA,3.9,0.0,Aug-2000,2.0,3.0,0.0,2775,1,0.07949737726193273,3,0.025826381680600807
6000,6000,36 months,8.94,190.63,A,A5,MORTGAGE,110000.0,Not Verified,Fully Paid,credit_card,CA,5.47,0.0,Mar-2001,0.0,10.0,0.0,11992,1,0.1438388791998666,3,0.04581520425169572
18000,18000,36 months,11.83,596.41,B,B3,MORTGAGE,201000.0,Not Verified,Fully Paid,wedding,CA,18.33,0.0,Oct-1997,2.0,11.0,0.0,15715,1,0.09436474896647784,3,0.03051432162717549
15000,15000,36 months,8.94,476.58,A,A5,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,NY,6.0,0.0,Dec-1996,0.0,10.0,0.0,15646,1,0.13686468601136004,3,0.04368536133692724
16000,16000,36 months,13.57,543.5,C,C3,MORTGAGE,93000.0,Not Verified,Fully Paid,debt_consolidation,CA,14.37,0.0,Feb-1987,0.0,18.0,0.0,17729,1,0.033179487734481095,3,0.010939715458376131
9200,9200,36 months,8.94,292.3,A,A5,RENT,43000.0,Not Verified,Fully Paid,debt_consolidation,CA,24.44,0.0,Sep-2001,1.0,9.0,0.0,9274,1,0.04605976022621738,3,0.015123383684366498
14000,14000,36 months,17.74,504.3,E,E5,OWN,95000.0,Not Verified,Fully Paid,debt_consolidation,NY,22.19,0.0,Dec-1997,1.0,21.0,0.0,19828,1,0.2968094555122498,3,0.09049929584735716
4500,4500,36 months,13.92,153.62,C,C4,MORTGAGE,65000.0,Not Verified,Fully Paid,small_business,TX,0.78,0.0,Mar-2000,0.0,13.0,0.0,1177,1,0.22086076067500016,3,0.0687809684411258
12000,12000,36 months,11.83,397.61,B,B3,MORTGAGE,33600.0,Not Verified,Fully Paid,educational,IL,22.57,0.0,Jan-1994,0.0,10.0,0.0,5744,1,0.1918521150183834,3,0.06024798844151036
20000,20000,36 months,12.53,669.33,B,B5,RENT,55000.0,Not Verified,Fully Paid,debt_consolidation,CA,2.71,0.0,Jun-1999,1.0,4.0,0.0,0,1,0.0767927155981949,3,0.024968935199137787
10000,10000,36 months,8.94,317.72,A,A5,MORTGAGE,88000.0,Not Verified,Fully Paid,credit_card,NJ,15.35,0.0,Oct-1990,1.0,9.0,0.0,19490,1,0.14385728459548996,3,0.04582081359047341
5000,5000,36 months,7.74,156.1,A,A3,MORTGAGE,49200.0,Not Verified,Fully Paid,other,CA,4.71,0.0,Jul-1998,2.0,8.0,0.0,1299,1,0.07548018455642014,3,0.024552311985923225
12000,12000,36 months,14.61,413.71,D,D1,RENT,40000.0,Not Verified,Charged Off,other,CA,16.44,0.0,Mar-2000,0.0,2.0,0.0,441,0,-0.6181908333333334,3,-0.2745366946020752
3250,3250,36 months,13.22,109.86,C,C2,RENT,18000.0,Not Verified,Fully Paid,debt_consolidation,FL,23.53,0.0,Oct-2004,0.0,3.0,0.0,12231,1,0.21461110890221535,3,0.06695413194382982
7000,7000,36 months,7.4,217.42,A,A2,RENT,57600.0,Not Verified,Fully Paid,other,CA,21.96,0.0,Jun-1979,0.0,9.0,0.0,6545,1,0.05462562174014263,3,0.017886699055855715
20000,20000,36 months,11.83,662.68,B,B3,RENT,75000.0,Not Verified,Fully Paid,wedding,NY,7.42,0.0,Jun-2000,1.0,5.0,0.0,11300,1,0.17554034949222008,3,0.055388878896281746
10000,10000,36 months,11.83,331.34,B,B3,RENT,68000.0,Not Verified,Fully Paid,debt_consolidation,NY,16.94,0.0,Mar-2004,3.0,5.0,0.0,14078,1,0.19295180806821,3,0.06057397657261099
4800,4800,36 months,16.7,170.41,E,E2,RENT,73200.0,Not Verified,Charged Off,other,NY,19.98,0.0,Oct-1999,3.0,3.0,0.0,15934,0,-0.7419562500000001,3,-0.36335434191803706
11000,11000,36 months,12.53,368.13,B,B5,RENT,42000.0,Not Verified,Fully Paid,debt_consolidation,IL,18.89,0.0,Aug-2001,1.0,6.0,0.0,6811,1,0.2048501825072364,3,0.06408833573558126
8000,8000,36 months,7.05,247.2,A,A1,OWN,70000.0,Not Verified,Fully Paid,car,NY,7.92,0.0,Jan-1986,2.0,12.0,0.0,5236,1,0.08303756332187451,3,0.026946549151371624
7000,7000,36 months,7.74,218.54,A,A3,RENT,105000.0,Not Verified,Fully Paid,educational,NY,7.43,0.0,Jan-1991,1.0,14.0,0.0,31183,1,0.12397450395247134,3,0.039725798012355096
12000,12000,36 months,15.31,417.79,D,D3,RENT,60000.0,Not Verified,Fully Paid,small_business,CA,14.3,0.0,Jul-2003,0.0,13.0,0.0,19068,1,0.18485105456020023,3,0.05816790876181055
8000,8000,36 months,11.48,263.75,B,B2,OWN,46000.0,Not Verified,Fully Paid,other,FL,15.1,0.0,Jun-2003,0.0,4.0,0.0,13415,1,0.07674732640050008,3,0.02495453342658749
20000,20000,36 months,17.74,720.42,E,E5,RENT,69500.0,Not Verified,Fully Paid,debt_consolidation,TX,23.17,0.0,May-1990,0.0,12.0,0.0,24390,1,0.2784954525159853,3,0.08534146628602435
10000,10000,36 months,12.53,334.67,B,B5,RENT,85900.0,Verified,Fully Paid,debt_consolidation,CA,10.81,0.0,Oct-1999,0.0,15.0,0.0,23152,1,0.2048144638933702,3,0.06407782042102728
4000,4000,36 months,13.92,136.55,C,C4,RENT,31609.0,Verified,Fully Paid,other,CA,17.77,0.0,Aug-2005,1.0,12.0,0.0,8768,1,0.22760709575707505,3,0.0707460066072434
25000,25000,36 months,11.83,828.35,B,B3,OWN,240000.0,Not Verified,Fully Paid,home_improvement,NY,14.77,0.0,Oct-1999,3.0,8.0,0.0,51669,1,0.1929121309892159,3,0.06056221835972031
5000,5000,36 months,11.14,164.02,B,B1,OWN,80000.0,Not Verified,Fully Paid,other,CA,11.07,0.0,Nov-1996,1.0,6.0,0.0,918,1,0.08986888960538009,3,0.02910120153012019
10000,10000,36 months,14.26,343.06,C,C5,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,NY,3.42,1.0,May-2000,0.0,13.0,1.0,10141,1,0.23511901289186055,3,0.07292558688485684
8000,8000,36 months,11.83,265.08,B,B3,OWN,54000.0,Not Verified,Fully Paid,debt_consolidation,FL,21.98,0.0,Jan-2004,2.0,10.0,0.0,8959,1,0.17214728131817503,3,0.05437247897793496
25000,25000,36 months,16.0,878.94,D,D5,RENT,98000.0,Not Verified,Fully Paid,small_business,CA,11.4,0.0,May-1993,1.0,5.0,0.0,14269,1,0.42626680000012396,3,0.12564191842912398
10000,10000,36 months,12.87,336.34,C,C1,MORTGAGE,85000.0,Not Verified,Fully Paid,other,FL,15.8,0.0,Apr-1996,2.0,17.0,0.0,7241,1,0.2055343533134899,3,0.06428971081871904
1600,1600,36 months,11.83,53.02,B,B3,RENT,63500.0,Not Verified,Fully Paid,debt_consolidation,NY,12.26,0.0,May-1999,2.0,4.0,0.0,3221,1,0.19293894230000008,3,0.060570163859777315
25000,25000,36 months,15.31,870.39,D,D3,MORTGAGE,120000.0,Not Verified,Fully Paid,debt_consolidation,CA,8.39,0.0,Jun-2000,0.0,12.0,0.0,14927,1,0.21587031011317204,3,0.067322712448044
9000,9000,36 months,11.14,295.24,B,B1,RENT,24000.0,Not Verified,Fully Paid,debt_consolidation,CA,12.1,0.0,Jul-2003,1.0,5.0,0.0,9107,1,0.14632526788559996,3,0.04657242664777095
14800,14800,36 months,11.14,485.5,B,B1,RENT,30000.0,Not Verified,Fully Paid,debt_consolidation,CA,15.52,0.0,Jan-1999,1.0,6.0,0.0,8458,1,0.181092111938419,3,0.05704770996150721
5000,5000,36 months,12.87,168.17,C,C1,MORTGAGE,108000.0,Not Verified,Fully Paid,home_improvement,TX,16.04,0.0,Feb-1995,1.0,10.0,0.0,1405,1,0.21086918304095992,3,0.06585732814591827
20000,20000,36 months,14.26,686.12,C,C5,RENT,67000.0,Not Verified,Fully Paid,debt_consolidation,IL,11.23,0.0,Dec-2003,2.0,7.0,0.0,20833,1,0.2351147283201953,3,0.0729243462400726
7000,7000,36 months,8.59,221.28,A,A4,MORTGAGE,42000.0,Not Verified,Fully Paid,debt_consolidation,NY,13.86,0.0,Apr-1994,0.0,7.0,0.0,0,1,0.13788473092717135,3,0.04399741480424524
6000,6000,36 months,14.61,206.86,D,D1,RENT,45000.0,Not Verified,Fully Paid,debt_consolidation,IL,16.67,0.0,Sep-2003,2.0,16.0,0.0,7367,1,0.11844139191818348,3,0.03801686677986127
8525,8525,36 months,8.59,269.48,A,A4,MORTGAGE,54000.0,Not Verified,Fully Paid,debt_consolidation,TX,10.56,0.0,Oct-1998,0.0,5.0,0.0,3168,1,0.1300050246842932,3,0.04158198114287348
6000,6000,36 months,8.94,190.63,A,A5,RENT,28800.0,Not Verified,Fully Paid,other,CA,15.08,0.0,Dec-2003,0.0,7.0,0.0,3322,1,0.08484328000608343,3,0.027516964851472148
21600,21600,36 months,12.18,719.28,B,B4,MORTGAGE,234000.0,Not Verified,Fully Paid,credit_card,CA,12.88,0.0,May-1989,0.0,19.0,0.0,58974,1,0.19882857278125932,3,0.06231267127863038
12000,12000,36 months,8.59,379.33,A,A4,MORTGAGE,87000.0,Not Verified,Fully Paid,debt_consolidation,FL,18.8,0.0,May-1997,0.0,17.0,0.0,17757,1,0.13801883428773332,3,0.04403842600638841
15000,15000,36 months,11.14,492.06,B,B1,MORTGAGE,62500.0,Not Verified,Charged Off,major_purchase,IL,9.35,0.0,Apr-1995,2.0,10.0,0.0,19639,0,-0.770344,3,-0.3876130432138094
2000,2000,36 months,12.53,66.94,B,B5,RENT,20400.0,Not Verified,Fully Paid,home_improvement,IL,24.35,1.0,Sep-2000,1.0,3.0,0.0,0,1,0.1827318029343501,3,0.05753664449376239
8000,8000,36 months,12.53,267.74,B,B5,MORTGAGE,79560.0,Not Verified,Fully Paid,credit_card,CA,7.81,0.0,Aug-1999,0.0,11.0,0.0,10750,1,0.20302465220048926,3,0.06355064581248149
8000,8000,36 months,11.48,263.75,B,B2,RENT,61500.0,Not Verified,Fully Paid,educational,NY,19.69,0.0,Jan-2001,0.0,10.0,0.0,19967,1,0.17585779252973754,3,0.055483869453699874
8975,8975,36 months,11.83,297.38,B,B3,RENT,24000.0,Not Verified,Fully Paid,major_purchase,CA,20.65,0.0,May-2004,1.0,4.0,0.0,2678,1,0.17863610992794432,3,0.05631451485724748
15000,15000,36 months,12.87,504.5,C,C1,RENT,38000.0,Not Verified,Fully Paid,debt_consolidation,TX,21.98,0.0,Oct-2004,2.0,14.0,0.0,15432,1,0.06066309317149998,3,0.019825387632647296
10000,10000,36 months,12.53,334.67,B,B5,MORTGAGE,191000.0,Not Verified,Fully Paid,educational,FL,12.2,0.0,Mar-1987,0.0,16.0,0.0,444,1,0.16076043282770947,3,0.050947122086568486
8000,8000,36 months,14.26,274.45,C,C5,RENT,53000.0,Not Verified,Fully Paid,other,FL,22.46,0.0,Oct-1998,3.0,7.0,0.0,3527,1,0.2350888431731626,3,0.0729168508504161
5000,5000,36 months,7.74,156.1,A,A3,RENT,67500.0,Not Verified,Fully Paid,other,FL,0.6,0.0,Jul-2001,0.0,7.0,0.0,1248,1,0.03479999999999994,3,0.01146798263839055
24000,24000,36 months,18.43,872.88,F,F2,OWN,600000.0,Verified,Charged Off,major_purchase,CA,7.09,0.0,Apr-1993,1.0,9.0,0.0,58222,0,-0.9270766666666667,3,-0.5822124402890617
15000,15000,36 months,13.57,509.53,C,C3,MORTGAGE,156000.0,Not Verified,Fully Paid,home_improvement,CA,8.88,0.0,Oct-2000,1.0,6.0,0.0,92755,1,0.22296349537254678,3,0.06939421714034122
9000,9000,36 months,16.0,316.42,D,D5,MORTGAGE,87000.0,Not Verified,Fully Paid,credit_card,TX,10.86,0.0,Oct-1994,3.0,12.0,0.0,14679,1,0.26519292028997765,3,0.08156406904805058
10000,10000,36 months,8.59,316.11,A,A4,MORTGAGE,54000.0,Not Verified,Fully Paid,credit_card,CA,9.98,0.0,Jan-1991,0.0,16.0,0.0,21131,1,0.1119428322493301,3,0.036002539289965885
4800,4800,36 months,16.7,170.41,E,E2,RENT,62000.0,Not Verified,Fully Paid,small_business,NJ,23.86,0.0,Jun-1997,3.0,17.0,0.0,3024,1,0.2781053820201458,3,0.08523107539746722
3500,3500,36 months,11.83,115.97,B,B3,RENT,90000.0,Not Verified,Charged Off,other,CA,4.33,0.0,May-2000,0.0,5.0,0.0,11999,0,0.06254000000000026,3,0.02042658051112456
7400,7400,36 months,15.65,258.9,D,D4,RENT,72000.0,Not Verified,Fully Paid,debt_consolidation,CA,9.32,1.0,Mar-1996,0.0,7.0,1.0,5001,1,0.2595890135343375,3,0.0799648518323346
8500,8500,36 months,11.83,281.64,B,B3,MORTGAGE,84000.0,Not Verified,Fully Paid,debt_consolidation,NJ,13.63,0.0,Oct-1994,1.0,11.0,0.0,44643,1,0.19258316679444687,3,0.06046472051883023
5000,5000,36 months,15.31,174.08,D,D3,RENT,55000.0,Not Verified,Fully Paid,debt_consolidation,NJ,9.45,0.0,Oct-2002,0.0,2.0,0.0,0,1,0.24949303199682005,3,0.07707169472978603
20000,20000,36 months,13.92,682.74,C,C4,RENT,108000.0,Not Verified,Fully Paid,credit_card,CA,4.62,0.0,Nov-1997,0.0,3.0,0.0,4588,1,0.1524229658764351,3,0.04842483876521109
13000,13000,36 months,11.48,428.59,B,B2,RENT,45000.0,Not Verified,Charged Off,debt_consolidation,NY,6.0,1.0,Dec-2000,1.0,15.0,0.0,11574,0,-0.2718207692307687,3,-0.10033789195630505
2500,2500,36 months,11.83,82.84,B,B3,OWN,24000.0,Not Verified,Fully Paid,other,TX,7.2,0.0,Mar-2000,0.0,6.0,0.0,4484,1,0.19299245295248002,3,0.06058602132208368
15000,15000,36 months,14.26,514.59,C,C5,MORTGAGE,130000.0,Not Verified,Fully Paid,debt_consolidation,CA,24.95,0.0,Apr-1987,0.0,14.0,0.0,74469,1,0.23506308292020672,3,0.07290939152153553
8400,8400,36 months,8.94,266.89,A,A5,RENT,41000.0,Not Verified,Fully Paid,moving,IL,13.9,0.0,Apr-1994,0.0,7.0,0.0,9851,1,0.14384109419372604,3,0.04581587930969633
10000,10000,36 months,8.94,317.72,A,A5,RENT,90000.0,Not Verified,Fully Paid,other,TX,12.83,0.0,Aug-1975,0.0,12.0,0.0,43615,1,0.14383686753144986,3,0.04581459115991393
6000,6000,36 months,15.31,208.9,D,D3,MORTGAGE,30000.0,Not Verified,Fully Paid,credit_card,IL,8.76,0.0,Jan-2006,3.0,7.0,0.0,5531,1,0.25353681325653343,3,0.07823236605599448
1000,1000,36 months,14.26,34.31,C,C5,OWN,100000.0,Not Verified,Fully Paid,major_purchase,CA,3.55,0.0,Sep-1993,2.0,35.0,0.0,18435,1,0.011970000000000036,3,0.003974184931180513
21000,21000,36 months,13.22,709.82,C,C2,RENT,97000.0,Not Verified,Fully Paid,debt_consolidation,CA,20.1,0.0,Jan-1998,2.0,9.0,0.0,22245,1,0.21688108098346137,3,0.06761839088512911
6000,6000,36 months,8.59,189.67,A,A4,MORTGAGE,110000.0,Not Verified,Fully Paid,debt_consolidation,TX,6.43,0.0,Aug-1992,2.0,6.0,0.0,5124,1,0.007191666666666707,3,0.00239149839842856
6000,6000,36 months,7.4,186.36,A,A2,MORTGAGE,80000.0,Not Verified,Fully Paid,other,NY,13.66,0.0,Nov-1997,0.0,14.0,0.0,2796,1,0.10581509416699886,3,0.03409595157517309
9000,9000,36 months,13.22,304.21,C,C2,RENT,46000.0,Not Verified,Fully Paid,debt_consolidation,NY,15.57,0.0,Nov-2001,0.0,10.0,0.0,16660,1,0.22071483237054323,3,0.06873838329297244
24250,24250,36 months,12.18,807.53,B,B4,MORTGAGE,130000.0,Not Verified,Fully Paid,debt_consolidation,CA,14.77,0.0,Jun-1989,0.0,13.0,0.0,27947,1,0.1604780824219465,3,0.05086190225965814
25000,25000,36 months,12.18,832.5,B,B4,OWN,100000.0,Not Verified,Fully Paid,credit_card,FL,18.3,0.0,Nov-1989,0.0,12.0,0.0,68,1,0.19884101563444356,3,0.06231634657610363
25000,25000,36 months,12.53,836.66,B,B5,RENT,135660.0,Not Verified,Fully Paid,other,NJ,0.02,0.0,Apr-1988,3.0,4.0,0.0,74,1,0.18273527468059192,3,0.05753767924378472
25000,25000,36 months,16.35,883.23,E,E1,RENT,48360.0,Not Verified,Charged Off,small_business,FL,10.52,1.0,May-1998,0.0,10.0,0.0,13160,0,-0.6816808000000001,3,-0.31720927733979976
20000,20000,36 months,12.53,669.33,B,B5,RENT,160000.0,Not Verified,Charged Off,debt_consolidation,CA,21.17,0.0,Dec-1994,2.0,15.0,0.0,78024,0,-0.765143,3,-0.383024616875957
8000,8000,36 months,13.57,271.75,C,C3,RENT,42500.0,Not Verified,Fully Paid,debt_consolidation,CA,24.99,0.0,Jan-2005,1.0,8.0,0.0,6382,1,0.1680805020195375,3,0.05315167996698178
5000,5000,36 months,12.18,166.5,B,B4,RENT,55000.0,Not Verified,Fully Paid,home_improvement,NY,3.32,0.0,Jun-1996,0.0,9.0,0.0,7728,1,0.19888218683909908,3,0.062328507305362324
15000,15000,36 months,16.0,527.36,D,D5,MORTGAGE,100000.0,Not Verified,Fully Paid,debt_consolidation,TX,18.91,0.0,Jun-1992,0.0,9.0,0.0,30523,1,0.25884517230131343,3,0.07975222147900451
7000,7000,36 months,7.4,217.42,A,A2,RENT,26400.0,Not Verified,Fully Paid,other,CA,9.18,0.0,May-1985,2.0,10.0,0.0,6115,1,0.11817807223912857,3,0.0379353987287403
11000,11000,36 months,14.26,377.37,C,C5,OWN,307000.0,Not Verified,Fully Paid,other,TX,10.21,0.0,Sep-1990,0.0,7.0,0.0,60789,1,0.22398233015007274,3,0.06969110079059337
10000,10000,36 months,7.74,312.19,A,A3,MORTGAGE,80000.0,Not Verified,Fully Paid,other,CA,1.14,0.0,Jul-1987,0.0,11.0,0.0,3477,1,0.11637523014348017,3,0.0373772764752367
3500,3500,36 months,12.18,116.55,B,B4,OWN,25788.0,Not Verified,Charged Off,other,TX,3.44,0.0,Apr-2000,0.0,4.0,0.0,1815,0,-0.38117999999999985,3,-0.1478394066451203
15000,15000,36 months,16.0,527.36,D,D5,MORTGAGE,74000.0,Not Verified,Fully Paid,small_business,NJ,12.65,0.0,Aug-2001,1.0,13.0,0.0,1756,1,0.26574787720288007,3,0.08172218293708577
3500,3500,36 months,11.14,114.82,B,B1,OWN,45000.0,Not Verified,Fully Paid,other,FL,15.49,0.0,May-1998,1.0,3.0,0.0,0,1,0.1810828126463142,3,0.057044935743441716
16000,16000,36 months,14.96,554.32,D,D2,RENT,80000.0,Not Verified,Fully Paid,debt_consolidation,CA,24.63,0.0,Dec-1997,1.0,13.0,0.0,21557,1,0.2589815245390439,3,0.07979120464641265
